Receiver time, Accel X,Y,Z, Gyro X,Y,Z, Quaternion W,X,Y,Z, dt(or)index
1375383824803,-14,-725,2767,-2034,-5,927,1056273033,124164154,-62639023,133672727,-11236
1375383824812,246,-765,2627,-2141,-35,897,1056636466,118029938,-63743869,135818016,-11231
1375383824812,409,-779,2540,-2244,-126,847,1056994937,111651913,-65092788,137767865,-11226
1375383824824,530,-777,2443,-2326,-195,781,1057347271,105081014,-66623982,139490062,-11221
1375383824824,614,-791,2237,-2377,-149,726,1057697915,98359198,-68012104,141054760,-11216
1375383824830,681,-790,2097,-2402,-66,632,1058059696,91557725,-69140072,142365781,-11211
1375383824830,700,-807,1966,-2399,-34,487,1058436872,84780977,-70131814,143271090,-11206
1375383824872,682,-828,1933,-2350,-21,326,1058823620,78171845,-71027909,143729755,-11201
1375383824872,634,-861,1861,-2282,73,183,1059228400,71746359,-71602676,143813132,-11195
1375383824874,606,-918,1807,-2198,198,37,1059658711,65544243,-71768328,143520659,-11190
1375383824874,549,-995,1750,-2102,273,-115,1060109456,59622298,-71659931,142826755,-11185
1375383824880,412,-1096,1825,-1987,301,-261,1060570164,54054120,-71409956,141743439,-11180
1375383824880,280,-1234,1871,-1872,345,-368,1061032743,48828925,-70988714,140382909,-11175
1375383824891,145,-1354,1846,-1759,376,-439,1061485300,43944372,-70439792,138843759,-11170
1375383824891,-7,-1440,1891,-1672,323,-490,1061911321,39353179,-70016062,137167525,-11165
1375383824891,-199,-1461,1890,-1588,245,-509,1062298106,35045297,-69795394,135442486,-11160
1375383824892,-335,-1476,1889,-1494,191,-494,1062640040,31026881,-69716900,133770460,-11155
1375383824895,-422,-1465,1810,-1417,172,-458,1062941405,27231707,-69683013,132211143,-11149
1375383824895,-457,-1396,1671,-1371,152,-411,1063203349,23566870,-69704034,130790260,-11144
1375383824903,-484,-1341,1541,-1342,106,-361,1063423231,19985002,-69854988,129512218,-11139
1375383824903,-517,-1315,1425,-1302,34,-303,1063594371,16525922,-70204456,128400726,-11134
1375383824914,-531,-1308,1301,-1258,-33,-232,1063714577,13202791,-70736820,127494282,-11129
1375383824914,-538,-1291,1205,-1203,-106,-149,1063780046,10045363,-71463159,126829124,-11124
1375383824917,-563,-1314,1147,-1125,-176,-50,1063787095,7112863,-72365922,126455932,-11119
1375383824917,-570,-1365,1058,-1031,-216,72,1063735244,4440720,-73355506,126444005,-11114
1375383824954,-514,-1410,993,-931,-186,198,1063638782,2024330,-74228768,126807089,-11108
1375383824954,-375,-1405,889,-831,-61,309,1063523890,-167590,-74707788,127503559,-11103
1375383824959,-218,-1391,915,-685,126,396,1063413193,-2031747,-74592393,128474638,-11098
1375383824959,-35,-1434,1038,-498,353,455,1063325753,-3459300,-73750231,129648696,-11093
1375383824961,122,-1473,1127,-322,602,487,1063275079,-4477709,-72116790,130945525,-11088
1375383824961,241,-1467,1225,-193,830,495,1063262172,-5209039,-69771475,132287057,-11083
1375383824963,350,-1398,1332,-106,1035,485,1063284280,-5766505,-66799249,133613822,-11078
1375383824964,445,-1362,1397,-23,1220,457,1063339447,-6159489,-63260298,134873723,-11073
1375383824971,469,-1318,1398,45,1319,411,1063415117,-6390039,-59408070,136013386,-11068
1375383824971,371,-1240,1408,74,1293,365,1063489057,-6527283,-55617909,137027633,-11062
1375383824982,256,-1158,1483,81,1247,358,1063544154,-6634667,-51969162,138023635,-11057
1375383824982,203,-1148,1469,100,1217,366,1063578582,-6686240,-48413280,139045147,-11052
1375383824993,131,-1078,1436,95,1130,374,1063586399,-6721023,-45113028,140089678,-11047
1375383824993,51,-1007,1424,111,987,384,1063562988,-6665682,-42222675,141166883,-11042
1375383825004,26,-973,1391,151,838,389,1063513211,-6448940,-39750967,142265336,-11037
1375383825004,16,-934,1385,197,688,384,1063443957,-6048359,-37691298,143357027,-11032
1375383825010,7,-892,1408,227,539,381,1063356650,-5510334,-36044657,144445688,-11027
1375383825010,15,-841,1423,272,410,373,1063257048,-4799594,-34748176,145517981,-11022
1375383825021,13,-870,1471,333,297,357,1063150970,-3877438,-33748332,146552157,-11016
1375383825021,-20,-851,1523,369,195,331,1063043697,-2807856,-33023145,147516749,-11011
1375383825030,-56,-853,1549,408,127,306,1062938009,-1601042,-32479489,148414333,-11006
1375383825030,-84,-839,1501,434,126,284,1062838492,-317881,-31932790,149251602,-11001
1375383825040,-100,-794,1426,476,130,252,1062749383,1083588,-31362256,150001627,-10996
1375383825040,-126,-765,1400,552,114,231,1062664081,2702576,-30809990,150698365,-10991
1375383825051,612,-1772,1365,696,143,210,1062584554,4715523,-30121665,151347342,-10986
1375383825051,643,687,-2930,1578,618,108,1062561854,9151080,-27624444,151779312,-10980
1375383825062,544,-1107,3170,2671,-1027,166,1062325183,17047846,-29407811,152418037,-10975
1375383825063,-565,11,2239,1842,-1659,-162,1062155166,23083744,-33239478,152020341,-10970
1375383825071,-321,-195,2923,1902,-694,-163,1062024844,28780552,-34475802,151683339,-10965
1375383825071,35,-93,2593,1895,-385,-166,1061895598,34345612,-34800177,151355776,-10960
1375383825107,-239,-325,2438,2167,-941,-185,1061664001,40884670,-36545010,150943561,-10955
1375383825108,-744,-200,2182,2141,-1280,-161,1061345476,47512872,-39289460,150552812,-10950
1375383825110,-905,54,1606,2096,-1068,-136,1060997315,53916426,-41518882,150251131,-10945
1375383825110,-889,203,1324,2156,-915,-120,1060608573,60399809,-43321082,150020349,-10940
1375383825116,-967,401,1480,2231,-934,-70,1060143081,67077299,-45155986,149932399,-10934
1375383825116,-826,297,1772,2449,-775,-39,1059599320,74272664,-46469222,149983219,-10929
1375383825119,-595,-86,2183,2758,-545,-32,1058966663,82246122,-46986265,150129853,-10924
1375383825119,-560,-507,2541,2905,-488,-12,1058238588,90635404,-47245600,150351818,-10919
1375383825121,-521,-854,3035,2892,-391,3,1057452778,98980102,-47221483,150626003,-10914
1375383825121,-165,-956,3248,2711,-62,27,1056684896,106699159,-46330613,151020849,-10909
1375383825130,456,-1138,3080,2551,301,31,1055955809,113808829,-44435010,151498881,-10904
1375383825130,1005,-1101,2843,2365,448,-51,1055289348,120351193,-42098617,151753721,-10899
1375383825141,1466,-985,2508,2122,471,-224,1054737203,126204425,-39676848,151489696,-10894
1375383825141,1628,-900,2397,2000,358,-483,1054287729,131768086,-37484379,150435967,-10889
1375383825152,1547,-928,2483,1948,215,-750,1053917829,137252709,-35603802,148569092,-10883
1375383825152,1133,-728,2310,1831,-6,-955,1053617059,142512920,-34323423,146029338,-10878
1375383825160,576,-791,2203,1795,-265,-1076,1053319493,147764542,-33793113,143049687,-10873
1375383825161,-1067,528,2683,1732,-490,-1096,1052995157,152938449,-33976985,139921756,-10868
1375383825172,-4952,-2364,5442,2048,-1722,-344,1052116612,159233171,-38021260,138460529,-10863
1375383825172,-6090,-3696,3531,1976,-2108,184,1050909548,165693608,-43789365,138342846,-10858
1375383825178,-302,220,2171,-339,1780,-93,1051193647,164493634,-39526766,138898883,-10853
1375383825178,2810,-357,1684,40,2329,-235,1051498871,163682627,-32911274,139271223,-10848
1375383825202,-403,-1043,2949,821,-392,-283,1051232394,166112273,-33223852,138328758,-10842
1375383825202,-835,-1075,2922,503,-27,-204,1051075197,167585812,-33034419,137790267,-10837
1375383825210,-29,-1461,2876,229,558,-155,1051067544,168079827,-31382295,137633015,-10832
1375383825210,-93,-375,2207,-217,425,-149,1051244225,167404837,-30163536,137378543,-10827
1375383825211,201,-523,2026,-103,528,-102,1051372655,166908247,-28667159,137320340,-10822
1375383825211,-98,-526,2139,-60,254,-67,1051445458,166649414,-27901633,137234926,-10817
1375383825220,-148,-605,2093,-61,248,-32,1051503173,166387740,-27204639,137250174,-10812
1375383825220,-97,-475,2015,-97,284,-10,1051568785,166022124,-26435104,137340584,-10807
1375383825231,-6,-425,1937,-96,308,1,1051632951,165636983,-25599692,137472495,-10802
1375383825231,-113,-472,2006,-40,216,-4,1051668401,165438635,-24989879,137552323,-10796
1375383825269,-183,-504,2023,-16,183,-21,1051695780,165325169,-24468281,137573191,-10791
1375383825269,-105,-467,1994,-34,227,-38,1051738873,165150355,-23830660,137565652,-10786
1375383825290,-82,-498,1997,-24,200,-52,1051781613,165010041,-23250471,137506528,-10781
1375383825290,-31,-520,2032,-26,162,-62,1051825897,164881836,-22770021,137401939,-10776
1375383825296,15,-509,2017,-37,97,-70,1051873996,164747641,-22465668,137244706,-10771
1375383825296,7,-534,2118,-37,-15,-81,1051919292,164656518,-22464712,137006847,-10766
1375383825299,95,-560,2082,-54,-84,-77,1051966470,164542000,-22665072,136748948,-10761
1375383825299,66,-548,2101,-77,-198,-58,1052009682,164406533,-23190503,136491118,-10756
1375383825302,-20,-573,2159,-79,-295,-32,1052037935,164297422,-24003164,136264052,-10750
1375383825302,-61,-556,2122,-96,-316,-5,1052061067,164148486,-24901932,136103581,-10745
1375383825307,-94,-534,2140,-107,-323,16,1052079896,163969802,-25838460,135998799,-10740
1375383825307,-102,-542,2122,-101,-318,36,1052088610,163801953,-26771303,135953224,-10735
1375383825310,-140,-562,2148,-96,-322,52,1052087941,163650084,-27720962,135950969,-10730
1375383825310,-169,-542,2114,-98,-321,65,1052082200,163493129,-28677805,135985762,-10725
1375383825312,-148,-528,2077,-100,-302,75,1052074258,163322221,-29590030,136057136,-10720
1375383825312,-148,-564,2079,-91,-313,89,1052055834,163178819,-30533337,136163187,-10715
1375383825320,-188,-499,2069,-126,-320,115,1052041154,162941816,-31519115,136335704,-10710
1375383825320,-217,-521,2074,-128,-306,127,1052023904,162686478,-32477065,136548746,-10704
1375383825331,-199,-506,2073,-139,-277,131,1052011021,162392199,-33362074,136784726,-10699
1375383825331,-212,-489,2074,-146,-254,131,1052002793,162068006,-34182781,137029652,-10694
1375383825341,-241,-461,2072,-137,-224,128,1051993978,161756587,-34916255,137280136,-10689
1375383825342,-223,-441,2015,-124,-175,115,1051988525,161462189,-35505690,137517106,-10684
1375383825352,-225,-440,1997,-98,-147,90,1051983465,161232342,-35994697,137698251,-10679
1375383825353,-218,-455,2013,-77,-113,62,1051982572,161052194,-36368869,137817517,-10674
1375383825359,-225,-475,2027,-60,-77,39,1051986099,160909823,-36624647,137889145,-10669
1375383825359,-223,-470,1985,-46,-39,18,1051994685,160796745,-36760080,137919510,-10663
1375383825369,-223,-491,2029,-38,-22,-2,1052008685,160702763,-36836504,137901866,-10658
1375383825369,-218,-486,2038,-36,12,-12,1052029165,160600968,-36812262,137870693,-10653
1375383825380,-223,-479,2033,-37,51,-17,1052055876,160481613,-36676403,137842056,-10648
1375383825380,-244,-459,2010,-32,93,-22,1052086362,160360828,-36419731,137817991,-10643
1375383825390,-261,-468,2011,-15,145,-30,1052117444,160268209,-36010907,137795880,-10638
1375383825390,-241,-456,2017,-1,196,-43,1052151683,160198609,-35450590,137760661,-10633
1375383825400,-221,-501,2029,13,230,-53,1052186333,160157969,-34786040,137712683,-10628
1375383825400,-187,-460,2021,10,246,-62,1052226095,160108359,-34070952,137645310,-10623
1375383825411,-159,-494,2028,20,257,-67,1052264795,160078189,-33316228,137569284,-10617
1375383825411,-169,-481,2030,5,246,-68,1052308472,160013347,-32593741,137483674,-10612
1375383825421,-135,-509,2034,-5,237,-74,1052357978,159919646,-31896915,137377160,-10607
1375383825421,-149,-460,2057,-35,207,-82,1052420033,159756138,-31287455,137232096,-10602
1375383825432,-101,-516,2069,-33,214,-84,1052482933,159589536,-30659460,137085222,-10597
1375383825432,-83,-478,2066,-52,220,-81,1052552391,159372669,-30016328,136946490,-10592
1375383825443,-79,-496,2055,-63,213,-77,1052624767,159122679,-29397330,136815113,-10587
1375383825443,-93,-491,2048,-75,192,-74,1052698737,158848968,-28842441,136682085,-10582
1375383825448,-129,-490,2075,-83,177,-73,1052774123,158558167,-28335049,136545170,-10577
1375383825449,-107,-481,2061,-88,184,-76,1052852748,158250551,-27813050,136403052,-10571
1375383825460,-121,-476,2079,-90,182,-78,1052932632,157937448,-27294378,136254014,-10566
1375383825460,-111,-500,2070,-87,177,-79,1053010938,157633726,-26790153,136100566,-10561
1375383825469,-123,-499,2077,-89,177,-79,1053089345,157327474,-26285356,135946611,-10556
1375383825469,-114,-495,2053,-91,184,-79,1053168655,157012988,-25763342,135795657,-10551
1375383825480,-102,-494,2054,-94,182,-74,1053246876,156690836,-25249495,135657540,-10546
1375383825480,-117,-501,2055,-91,158,-67,1053319450,156385092,-24803620,135529047,-10541
1375383825490,-106,-489,2053,-94,142,-62,1053389899,156077490,-24407723,135407921,-10536
1375383825490,-80,-480,2054,-91,124,-57,1053456128,155783109,-24062394,135293436,-10530
1375383825501,-25,-486,2056,-94,100,-47,1053518580,155486989,-23786791,135196488,-10525
1375383825501,-9,-478,2060,-107,74,-23,1053576249,155162215,-23592107,135154329,-10520
1375383825509,-39,-474,2056,-116,35,2,1053626294,154823503,-23518685,135165427,-10515
1375383825509,-22,-460,2051,-117,3,21,1053667605,154492571,-23547013,135217102,-10510
1375383825546,-35,-466,2044,-116,-17,37,1053701262,154171903,-23635496,135305368,-10505
1375383825546,-49,-461,2051,-115,-35,51,1053727972,153860924,-23781342,135425740,-10500
1375383825548,-72,-455,2045,-117,-52,58,1053751765,153549532,-23980145,135558907,-10495
1375383825548,-88,-456,2048,-114,-64,60,1053772583,153250737,-24215171,135693353,-10490
1375383825555,-100,-458,2053,-107,-74,57,1053790707,152975768,-24476288,135815967,-10484
1375383825555,-108,-465,2056,-96,-91,53,1053804438,152738431,-24780760,135921291,-10479
1375383825557,-113,-461,2053,-88,-92,55,1053813821,152524706,-25086633,136032387,-10474
1375383825557,-167,-456,2051,-83,-92,57,1053820316,152324678,-25392032,136149492,-10469
1375383825560,-192,-464,2059,-68,-74,47,1053825132,152161239,-25643909,136247722,-10464
1375383825560,-218,-450,2060,-52,-49,36,1053828827,152035476,-25818083,136326624,-10459
1375383825571,-214,-446,2083,-33,-14,21,1053832683,151950123,-25884348,136379408,-10454
1375383825571,-174,-427,2065,-4,27,8,1053832948,151928084,-25819524,136414197,-10449
1375383825580,-196,-452,2056,35,52,-5,1053823872,152008316,-25663143,136424440,-10444
1375383825580,-179,-443,2059,50,90,-14,1053813948,152120953,-25393410,136426010,-10438
1375383825616,-156,-440,2055,60,127,-22,1053805548,152247280,-25011162,136420594,-10433
1375383825616,-156,-448,2067,78,149,-28,1053793503,152415897,-24555666,136408112,-10428
1375383825622,-143,-453,2068,91,182,-34,1053780188,152609798,-24000423,136392990,-10423
1375383825622,-124,-458,2083,98,221,-38,1053767613,152809643,-23330168,136382690,-10418
1375383825624,-82,-459,2056,93,260,-37,1053758746,152980846,-22550546,136390408,-10413
1375383825625,-65,-466,2059,86,280,-29,1053750537,153124929,-21716000,136427570,-10408
1375383825628,-83,-474,2054,75,284,-23,1053744219,153236644,-20874879,136482218,-10403
1375383825628,-69,-473,2055,58,287,-16,1053741526,153300388,-20036861,136557007,-10398
1375383825634,-54,-475,2050,45,279,-10,1053741003,153329764,-19227184,136644434,-10392
1375383825634,-27,-481,2052,33,264,-3,1053741519,153330659,-18465383,136744489,-10387
1375383825638,-31,-478,2038,21,229,10,1053740078,153310155,-17808457,136865654,-10382
1375383825638,-68,-483,2039,14,187,21,1053735091,153284951,-17277344,137000291,-10377
1375383825648,-71,-478,2027,5,157,28,1053729291,153246184,-16841224,137142504,-10372
1375383825648,-84,-483,2043,2,119,33,1053721020,153212529,-16515575,137283192,-10367
1375383825659,-76,-484,2048,-3,95,38,1053712169,153170449,-16260293,137428469,-10362
1375383825659,-79,-471,2029,-9,77,42,1053703505,153117785,-16058458,137577242,-10357
1375383825670,-87,-470,2034,-12,60,47,1053693538,153061923,-15908204,137733112,-10351
1375383825670,-83,-465,2038,-14,43,47,1053683612,153006535,-15807421,137882114,-10345
1375383825681,-71,-465,2039,-15,25,46,1053673793,152954237,-15756728,138020901,-10341
1375383825681,-63,-459,2061,-14,4,44,1053663477,152912361,-15762334,138145365,-10336
1375383825690,-65,-464,2064,-15,-17,41,1053653618,152876776,-15824682,138252774,-10331
1375383825690,-53,-463,2072,-17,-22,38,1053645374,152838074,-15900686,138349640,-10326
1375383825702,-57,-454,2065,-21,-16,40,1053638388,152785299,-15960624,138454194,-10321
1375383825702,-75,-450,2065,-17,-18,38,1053630492,152743846,-16024507,138552602,-10316
1375383825712,-74,-478,2045,-11,-18,36,1053620831,152719134,-16087578,138645970,-10311
1375383825712,-85,-467,2041,-15,-24,34,1053612728,152689459,-16167598,138730902,-10305
1375383825719,-87,-468,2042,-18,-32,31,1053606679,152653481,-16271441,138804272,-10300
1375383825719,-115,-487,2040,-21,-46,27,1053602679,152614561,-16414216,138860613,-10295
1375383825731,-122,-477,2027,-29,-56,20,1053603569,152559920,-16588184,138893226,-10290
1375383825731,-109,-478,2032,-33,-74,14,1053607517,152500385,-16812676,138901662,-10285
1375383825740,-100,-474,2029,-41,-97,11,1053614819,152426817,-17101717,138891734,-10280
1375383825740,-99,-483,2034,-49,-122,11,1053624232,152339574,-17462704,138871130,-10275
1375383825748,-96,-475,2038,-59,-151,7,1053637562,152236067,-17906669,138826950,-10270
1375383825748,-68,-462,2039,-64,-182,4,1053652485,152129036,-18437782,138761482,-10265
1375383825760,-54,-461,2047,-63,-224,4,1053664999,152038368,-19082922,138678585,-10259
1375383825760,-54,-456,2045,-64,-276,6,1053674200,151963373,-19873114,138579862,-10254
1375383825771,-46,-450,2034,-63,-324,9,1053678735,151908160,-20798535,138470067,-10249
1375383825771,-36,-460,2058,-57,-377,9,1053677085,151888779,-21869175,138338876,-10244
1375383825780,-19,-457,2049,-58,-417,13,1053670906,151881131,-23051996,138202223,-10239
1375383825780,-38,-480,2056,-62,-457,22,1053659295,151875935,-24349590,138073865,-10234
1375383825792,-85,-457,2061,-80,-471,37,1053646496,151826896,-25700362,137980611,-10229
1375383825792,-126,-462,2079,-82,-471,43,1053630687,151769433,-27059647,137904664,-10224
1375383825797,-123,-477,2075,-85,-444,51,1053613221,151693409,-28351570,137862185,-10218
1375383825797,-181,-455,2077,-94,-411,64,1053595470,151580713,-29558171,137868383,-10213
1375383825836,-181,-454,2074,-87,-372,66,1053575927,151471250,-30660328,137897332,-10208
1375383825836,-197,-447,2066,-74,-338,64,1053553648,151385834,-31660953,137935230,-10203
1375383825841,-208,-465,2073,-62,-306,60,1053529820,151322275,-32567353,137975936,-10198
1375383825841,-201,-449,2063,-52,-272,57,1053505029,151276498,-33373970,138022669,-10193
1375383825841,-216,-461,2032,-49,-252,55,1053481251,151230277,-34121633,138071988,-10188
1375383825841,-210,-448,2035,-50,-234,49,1053460794,151177809,-34818204,138111629,-10183
1375383825848,-213,-455,2049,-43,-219,38,1053442816,151138738,-35464794,138127001,-10178
1375383825848,-189,-438,2037,-42,-196,29,1053429528,151095215,-36042665,138126377,-10173
1375383825849,-176,-433,2044,-38,-185,24,1053417645,151057406,-36583370,138116206,-10167
1375383825849,-162,-438,2034,-32,-179,21,1053405010,151033488,-37102002,138100386,-10162
1375383825861,-147,-444,2044,-32,-178,19,1053392968,151010104,-37615058,138079016,-10157
1375383825861,-132,-435,2051,-33,-181,17,1053381619,150985343,-38133825,138050376,-10152
1375383825869,-132,-436,2045,-32,-179,18,1053369771,150961022,-38645026,138025224,-10147
1375383825870,-136,-439,2045,-31,-184,18,1053356726,150941643,-39169657,137998083,-10142
1375383825906,-152,-445,2033,-31,-188,20,1053342205,150923903,-39706476,137974910,-10137
1375383825906,-172,-461,2041,-30,-194,25,1053324260,150911948,-40263435,137963573,-10132
1375383825908,-175,-447,2034,-33,-191,28,1053306102,150891998,-40816075,137961633,-10126
1375383825908,-183,-446,2040,-34,-192,27,1053288485,150868329,-41371867,137956465,-10121
1375383825915,-189,-467,2070,-30,-189,28,1053268937,150854428,-41918818,137955808,-10116
1375383825915,-206,-481,2044,-35,-180,38,1053248268,150823566,-42446175,137986106,-10111
1375383825917,-218,-457,2034,-48,-185,40,1053230771,150760589,-42994925,138018578,-10106
1375383825917,-215,-465,2033,-50,-192,38,1053213930,150692493,-43564916,138042716,-10101
1375383825920,-208,-464,2046,-57,-199,38,1053198690,150608253,-44156322,138063022,-10096
1375383825920,-220,-447,2046,-68,-208,38,1053186617,150495804,-44775745,138078239,-10091
1375383825928,-212,-430,2055,-71,-200,37,1053176869,150370301,-45374853,138093746,-10085
1375383825928,-230,-417,2044,-65,-185,33,1053168066,150254204,-45927000,138104718,-10080
1375383825940,-206,-412,2050,-55,-163,26,1053160247,150158042,-46413192,138106400,-10075
1375383825940,-183,-416,2046,-46,-144,21,1053153155,150079650,-46837651,138102387,-10070
1375383825949,-169,-415,2039,-41,-138,18,1053145901,150013750,-47239214,138092535,-10065
1375383825949,-165,-426,2042,-38,-132,15,1053139280,149954373,-47619839,138076785,-10060
1375383825962,-176,-424,2051,-32,-132,13,1053130766,149913219,-47996558,138055976,-10055
1375383825962,-173,-424,2049,-29,-129,12,1053121657,149879118,-48364435,138034094,-10050
1375383825998,-190,-450,2043,-28,-128,19,1053109609,149846576,-48731406,138032284,-10045
1375383825998,-231,-421,2029,-34,-114,26,1053098520,149794633,-49065590,138054874,-10039
1375383826000,-239,-412,2031,-27,-86,23,1053089279,149750076,-49322922,138082001,-10034
1375383826000,-246,-413,2020,-14,-49,18,1053081581,149728033,-49470680,138111754,-10029
1375383826005,-259,-415,2028,2,-17,13,1053072879,149743519,-49524127,138142162,-10024
1375383826005,-272,-413,2042,19,18,9,1053063769,149791663,-49473353,138177600,-10019
1375383826007,-289,-408,2029,46,54,2,1053051164,149902647,-49310363,138211556,-10014
1375383826008,-290,-406,2041,75,95,-6,1053035083,150080943,-49020886,138243560,-10009
1375383826010,-294,-419,2035,98,144,-14,1053019072,150306004,-48582483,138275766,-10004
1375383826010,-296,-413,2042,111,213,-20,1053008409,150544511,-47943915,138320375,-9999
1375383826019,-265,-413,2040,119,289,-24,1053005244,150776855,-47088227,138385333,-9993
1375383826019,-249,-422,2029,119,347,-25,1053009128,150987350,-46066144,138470253,-9988
1375383826030,-230,-408,2074,110,406,-29,1053024124,151152277,-44878792,138566160,-9983
1375383826030,-205,-440,2083,118,473,-30,1053043321,151311292,-43498198,138686944,-9978
1375383826040,-198,-441,2074,110,535,-24,1053068467,151427001,-41946042,138847761,-9973
1375383826040,-198,-458,2083,108,577,-26,1053097403,151521722,-40275934,139019355,-9968
1375383826050,-195,-430,2075,99,615,-29,1053132161,151578698,-38501728,139196519,-9963
1375383826050,-195,-430,2072,102,661,-30,1053168025,151623626,-36597962,139389669,-9958
1375383826062,-175,-451,2109,109,716,-28,1053201984,151667139,-34538995,139610971,-9952
1375383826062,-174,-432,2051,101,774,-24,1053238763,151666555,-32319752,139865298,-9947
1375383826072,-190,-445,2032,97,814,-23,1053275384,151638840,-29991813,140137867,-9942
1375383826073,-193,-458,2024,82,819,-38,1053318547,151570085,-27652244,140368816,-9937
1375383826076,-201,-520,1996,68,805,-59,1053368892,151470006,-25349914,140533630,-9932
1375383826076,-141,-489,2055,49,742,-101,1053432625,151350776,-23215585,140553156,-9927
1375383826088,35,-541,2042,35,693,-116,1053501780,151204500,-21211809,140508943,-9922
1375383826088,-55,-522,2082,-5,579,-102,1053572913,150988212,-19524799,140452710,-9917
1375383826099,-27,-472,2054,-47,541,-88,1053651099,150665081,-17977632,140419741,-9912
1375383826099,-33,-472,2060,-46,490,-80,1053722126,150358004,-16574714,140388513,-9907
1375383826108,-32,-469,2075,-47,449,-74,1053787704,150062980,-15291014,140357641,-9901
1375383826108,13,-467,2051,-55,428,-65,1053850820,149752050,-14073338,140343218,-9896
1375383826120,16,-466,2071,-64,391,-47,1053908217,149428886,-12965285,140363399,-9891
1375383826120,41,-442,2055,-82,366,-27,1053963371,149063019,-11942218,140429047,-9886
1375383826129,40,-431,2051,-81,334,-8,1054009402,148708721,-11014041,140535023,-9881
1375383826130,34,-441,2022,-68,300,9,1054042207,148402068,-10183930,140675669,-9876
1375383826140,12,-443,2045,-58,255,17,1054065850,148142433,-9480583,140821255,-9871
1375383826140,21,-452,2043,-48,223,26,1054080821,147922510,-8869792,140980083,-9866
1375383826151,5,-479,2044,-44,196,43,1054086703,147724595,-8339039,141175891,-9861
1375383826152,-49,-486,2056,-62,188,62,1054091493,147482170,-7846733,141421599,-9855
1375383826155,-92,-456,2047,-80,192,66,1054101223,147188956,-7358209,141680568,-9850
1375383826155,-105,-456,2055,-81,199,55,1054115446,146888062,-6852072,141912216,-9845
1375383826192,-77,-455,2054,-75,210,46,1054130491,146600058,-6311072,142123208,-9840
1375383826192,-85,-454,2069,-69,208,42,1054144421,146329297,-5768719,142321825,-9835
1375383826196,-79,-438,2063,-67,214,38,1054158820,146061535,-5208433,142511711,-9830
1375383826197,-79,-439,2049,-62,220,32,1054173466,145803929,-4626882,142687119,-9825
1375383826199,-68,-434,2057,-54,224,21,1054188733,145568056,-4027068,142833267,-9820
1375383826199,-55,-434,2050,-53,220,12,1054206745,145335651,-3433639,142952447,-9814
1375383826201,-37,-430,2058,-52,206,0,1054228456,145111588,-2873201,143032303,-9809
1375383826202,-9,-438,2056,-45,188,-10,1054250981,144913166,-2354913,143076910,-9804
1375383826209,18,-443,2053,-43,162,-18,1054275346,144730944,-1902490,143088547,-9799
1375383826209,21,-431,2035,-49,137,-23,1054303625,144541751,-1517475,143076027,-9794
1375383826220,6,-421,2049,-46,98,-32,1054333988,144375091,-1237388,143023244,-9789
1375383826220,56,-439,2042,-34,76,-35,1054360858,144249193,-1015480,142953921,-9784
1375383826230,51,-444,2043,-31,51,-20,1054380653,144142801,-862122,142916245,-9779
1375383826230,35,-456,2047,-33,24,2,1054392652,144041704,-794390,142930043,-9774
1375383826241,-2,-456,2048,-39,12,19,1054400195,143929873,-770942,142987172,-9768
1375383826241,-31,-454,2058,-44,6,26,1054406792,143806882,-773442,143062238,-9763
1375383826245,-26,-445,2042,-44,5,28,1054412544,143684228,-783074,143143012,-9758
1375383826245,-30,-453,2054,-45,-3,35,1054415671,143564054,-817381,143240327,-9753
1375383826282,-43,-451,2046,-48,-13,42,1054417131,143439926,-883919,143353497,-9748
1375383826282,-47,-446,2051,-49,-19,44,1054418094,143315567,-970028,143470188,-9743
1375383826286,-35,-431,2054,-49,-25,44,1054419080,143192874,-1073503,143584664,-9738
1375383826286,-21,-435,2056,-48,-35,43,1054420292,143074822,-1203024,143692384,-9733
1375383826289,-30,-438,2064,-48,-50,41,1054422181,142962752,-1372059,143788515,-9727
1375383826289,-48,-418,2065,-47,-51,38,1054424732,142854173,-1543330,143875960,-9722
1375383826291,-45,-412,2063,-41,-45,32,1054427508,142758124,-1695604,143949219,-9717
1375383826291,-28,-422,2066,-33,-45,22,1054431138,142683942,-1840663,143994395,-9712
1375383826299,-7,-408,2066,-27,-40,12,1054436259,142625581,-1963266,144013092,-9707
1375383826299,-13,-415,2057,-20,-44,3,1054442441,142586505,-2088612,144004753,-9702
1375383826309,-25,-427,2043,-14,-48,-3,1054448434,142567074,-2221167,143978128,-9697
1375383826309,-34,-422,2061,-12,-43,-8,1054455301,142553433,-2338219,143939487,-9692
1375383826320,-38,-427,2074,-7,-35,-13,1054462336,142549777,-2430106,143890039,-9687
1375383826320,-49,-429,2061,-1,-26,-17,1054468638,142559778,-2493255,143832854,-9682
1375383826331,-44,-434,2071,5,-10,-21,1054473773,142584543,-2511366,143770330,-9676
1375383826331,-61,-440,2067,10,-4,-25,1054478568,142621250,-2508490,143698787,-9671
1375383826335,-67,-440,2054,12,1,-27,1054483591,142659949,-2492411,143623772,-9666
1375383826335,-63,-445,2051,12,4,-29,1054489311,142698010,-2467898,143544369,-9661
1375383826372,-47,-435,2050,13,5,-28,1054494198,142739091,-2440023,143468076,-9656
1375383826372,-42,-430,2044,10,9,-23,1054498559,142768767,-2402199,143407120,-9651
